doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.22207/jpam.14.4.17,,,2020,Khodier,Molecular Characterization of Multiple Antibiotic-Resistant Acinetobacter baumannii Isolated from Egyptian Patients,Journal of Pure and Applied Microbiology,Crossref,,,,,
10.1055/s-0039-1700526,,,2019,Alsubaie,Underlying Characteristics and Outcome of Extensively Resistant Acinetobacter baumannii Infection and Colonization in a Saudi Neonatal Intensive Care Unit,Journal of Child Science,Crossref,,,,,
10.7759/cureus.43656,,,2023,Longjam,"Molecular Characterization of Class A-ESBLs, Class B-MBLs, Class C-AmpC, and Class D-OXA Carbapenemases in MDR Acinetobacter baumannii Clinical Isolates in a Tertiary Care Hospital, West Bengal, India",Cureus,Crossref,,,,,
10.1128/aac.00427-10,,,2010,Rodríguez-Martínez,"Genetic and Functional Variability of AmpC-Type β-Lactamases from
            <i>Acinetobacter baumannii</i>",Antimicrobial Agents and Chemotherapy,Crossref,,,,,
10.1111/j.1469-0691.2007.01761.x,,,2007,Falagas,Trends in antimicrobial resistance of Acinetobacter baumannii clinical isolates from hospitalised patients in Greece and treatment implications,Clinical Microbiology and Infection,Crossref,,,,,
10.2147/idr.s379212,,,2022,Liu,Myrtenol Inhibits Biofilm Formation and Virulence in the Drug-Resistant Acinetobacter baumannii: Insights into the Molecular Mechanisms,Infection and Drug Resistance,Crossref,,,,,
10.1016/j.ijantimicag.2012.08.012,,,2013,Lopes,Insertion sequence disruption of adeR and ciprofloxacin resistance caused by efflux pumps and gyrA and parC mutations in Acinetobacter baumannii,International Journal of Antimicrobial Agents,Crossref,,,,,
10.1128/aac.00877-21,,,2021,Poirel,Contribution of PER-Type and NDM-Type β-Lactamases to Cefiderocol Resistance in Acinetobacter baumannii,Antimicrobial Agents and Chemotherapy,Crossref,,,,,
10.1002/hsr2.2150,,,2024,Awan,AI‐driven drug discovery: Exploring Abaucin as a promising treatment against multidrug‐resistant <i>Acinetobacter baumannii</i>,Health Science Reports,Crossref,,,,,
10.1186/s13756-019-0611-6,,,2019,Abouelfetouh,Phenotypic and genotypic characterization of carbapenem-resistant Acinetobacter baumannii isolates from Egypt,Antimicrobial Resistance &amp; Infection Control,Crossref,,,,,
10.1093/ofid/ofz360.1082,,,2019,Knobloch,1219. Disinfection of Surfaces Contaminated with Carbapenemase Producing Acinetobacter baumannii Using Ozone Under Complex Room Conditions,Open Forum Infectious Diseases,Crossref,,,,,
10.5455/gmj-30-2013-163,,,2013,Cekin,"Antibiotic susceptibility of nosocomial Acinetobacter baumannii isolates to imipenem, meropenem and doripenem",Gaziantep Medical Journal,Crossref,,,,,
10.5102/pic.n0.2023.10008,,,2025,Prado Faustino,Persistência de Pseudomonas Aeruginosa e Acinetobacter Baumannii complexo nos leitos de uti em hospitais de Brasília-DF após a higienização terminal,Programa de Iniciação Científica - PIC/UniCEUB - Relatórios de Pesquisa,Crossref,,,,,
10.59294/hiujs2025024,,,2025,Thanh,Development of a predictive model for FIC index of meropenem-colistin combination against carbapenem-resistant Acinetobacter baumannii,Tạp Chí Khoa học Trường Đại học Quốc tế Hồng Bàng,Crossref,,,,,
10.1590/0074-02760200371,,,2020,Fonseca,Pyomelanin biosynthetic pathway in pigment-producer strains from the pandemic Acinetobacter baumannii IC-5,Memórias do Instituto Oswaldo Cruz,Crossref,,,,,
10.1016/j.meegid.2023.105549,,,2024,Verma,Comparative genomics and characterization of a multidrug-resistant Acinetobacter baumannii VRL-M19 isolated from a crowded setting in India,"Infection, Genetics and Evolution",Crossref,,,,,
10.1016/j.chest.2025.07.1052,,,2025,ONONUJU,FROM SOIL TO LUNGS: A RARE CASE OF COMMUNITY-ACQUIRED ACINETOBACTER BAUMANNII PNEUMONIA IN AN AVID GARDENER,CHEST,Crossref,,,,,
10.1007/s11999-010-1488-0,,,2011,Collinet-Adler,Acinetobacter baumannii is not Associated with Osteomyelitis in a Rat Model: A Pilot Study,Clinical Orthopaedics &amp; Related Research,Crossref,,,,,
10.1007/s10096-010-1011-2,,,2010,Drissi,"Carbapenemase-producing Acinetobacter baumannii, Algeria",European Journal of Clinical Microbiology &amp; Infectious Diseases,Crossref,,,,,
10.1371/journal.pone.0197839,,,2018,Rösner,Comparison of two commercial carbapenemase gene confirmatory assays in multiresistant Enterobacteriaceae and Acinetobacter baumannii-complex,PLOS ONE,Crossref,,,,,
10.1159/000321015,,,2010,Özbek,"Postantibiotic Effects of Tigecycline, Colistin Sulfate, and Levofloxacin Alone or Tigecycline-Colistin Sulfate and Tigecycline-Levofloxacin Combinations against &lt;i&gt;Acinetobacter baumannii&lt;/i&gt;",Chemotherapy,Crossref,,,,,
10.3389/fmicb.2023.1139253,,,2023,Casella,The novel two-component system AmsSR governs alternative metabolic pathway usage in Acinetobacter baumannii,Frontiers in Microbiology,Crossref,,,,,
10.3389/fmicb.2018.02616,,,2018,Linz,Virulent Epidemic Pneumonia in Sheep Caused by the Human Pathogen Acinetobacter baumannii,Frontiers in Microbiology,Crossref,,,,,
10.1371/journal.pone.0270908,,,2022,Almutairi,Synergistic activities of colistin combined with other antimicrobial agents against colistin-resistant Acinetobacter baumannii clinical isolates,PLOS ONE,Crossref,,,,,
10.1089/mdr.2016.0229,,,2017,Goic-Barisic,"Pan Drug-Resistant Environmental Isolate of
                    <i>Acinetobacter baumannii</i>
                    from Croatia",Microbial Drug Resistance,Crossref,,,,,
10.4172/2157-7439.1000206,,,2014,Saulnier P,Aromatic and Terpenic Compounds Loaded in Lipidic Nanocapsules: Activity against Multi-drug Resistant Acinetobacter baumannii Assessed in vitro and in a Murine Model of Sepsis,Journal of Nanomedicine &amp; Nanotechnology,Crossref,,,,,
10.1007/s00203-024-03992-8,,,2024,Upmanyu,Exploring the evolutionary and pathogenic role of Acinetobacter baumannii biofilm-associated protein (Bap) through in silico structural modeling,Archives of Microbiology,Crossref,,,,,
10.1093/jac/dkx206,,,2017,Hamidian,Origin of the AbGRI1 antibiotic resistance island found in the comM gene of Acinetobacter baumannii GC2 isolates,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1186/1476-0711-8-18,,,2009,Principe,In vitro activity of tigecycline in combination with various antimicrobials against multidrug resistant Acinetobacter baumannii,Annals of Clinical Microbiology and Antimicrobials,Crossref,,,,,
10.3201/eid1706.091866,,,2011,Acosta,"Multidrug-Resistant<i>Acinetobacter baumannii</i>Harboring OXA-24 Carbapenemase, Spain",Emerging Infectious Diseases,Crossref,,,,,
10.1186/1756-0500-5-215,,,2012,Ahmed,"In vitro activity of tigecycline against clinical isolates of carbapenem resistant Acinetobacter baumannii complex in Pretoria, South Africa",BMC Research Notes,Crossref,,,,,
10.1093/ofid/ofad500.789,,,2023,Sabour,728. Potential Reservoirs for Additional Carbapenemase Gene Spread: Detection of Carbapenemase Genes in non-<i>Pseudomonas aeruginosa</i> and non-<i>Acinetobacter baumannii</i> isolates,Open Forum Infectious Diseases,Crossref,,,,,
10.61186/vacres.10.1.11,,,2023,Sabzi,"In silico Evaluation, Cloning, and Expression of Omp22 as a Promising Vaccine Candidate against Acinetobacter baumannii",Vaccine Research,Crossref,,,,,
10.1016/j.micpath.2023.106473,,,2024,Barati,"Anti-OmpA antibodies as potential inhibitors of Acinetobacter baumannii biofilm formation, adherence to, and proliferation in A549 human alveolar epithelial cells",Microbial Pathogenesis,Crossref,,,,,
10.1016/j.meegid.2019.03.023,,,2019,Rahbar,"Trimeric autotransporter adhesins in Acinetobacter baumannii, coincidental evolution at work","Infection, Genetics and Evolution",Crossref,,,,,
10.24293/ijcpml.v25i2.1363,,,2019,Tungadi,MULTIDRUG-RESISTANT ACINETOBACTER BAUMANNII PREVALENCE AND CHARACTERISTICS IN DR.WAHIDIN SUDIROHUSODO GENERAL HOSPITAL OF MAKASSAR,INDONESIAN JOURNAL OF CLINICAL PATHOLOGY AND MEDICAL LABORATORY,Crossref,,,,,
10.1016/j.surfin.2024.105673,,,2025,Abdollahzadeh,Antibacterial studies on Acinetobacter baumannii in the dark using g−C3N4 thin films synthesized by the electrophoretic deposition method,Surfaces and Interfaces,Crossref,,,,,
10.36497/respirsci.v3i3.82,,,2023,Wayan,Vancomycin-Allergy and Linezolid-Resistance in Patient with Methicillin-Resistance Staphylococcus aureus and Multi-Drug Resistance Acinetobacter baumannii Infection,Respiratory Science,Crossref,,,,,
10.2147/idr.s320645,,,2021,Li,Evolution of Acinetobacter baumannii in Clinical Bacteremia Patients,Infection and Drug Resistance,Crossref,,,,,
10.36320/ajb/v17.i2.19825,,,2025,Al-musawi,"Genetic study of Omp A , Sur A1  and bas D  genes produced by Acinetobacter baumannii which isolated from patients with kidney failure",Al-Kufa University Journal for Biology,Crossref,,,,,
10.18231/j.ijmmtd.2023.015,,,2023,Jha,Prevalence of multidrug-resistant Acinetobacter baumannii in endotracheal aspirate samples: Experience at a tertiary hospital,IP International Journal of Medical Microbiology and Tropical Diseases,Crossref,,,,,
10.1016/j.ijid.2015.06.014,,,2015,Gulen,Clinical importance and cost of bacteremia caused by nosocomial multi drug resistant acinetobacter baumannii,International Journal of Infectious Diseases,Crossref,,,,,
10.1016/j.imu.2020.100342,,,2020,Mobarak Qamsari,Identification and immunogenic properties of recombinant ZnuD protein loops of Acinetobacter baumannii,Informatics in Medicine Unlocked,Crossref,,,,,
10.1111/j.1469-0691.2006.01411.x,,,2006,Loh,Acinetobacter baumannii respiratory isolates in ventilated patients are associated with prolonged hospital stay,Clinical Microbiology and Infection,Crossref,,,,,
10.1128/jcm.00959-09,,,2009,Ikonomidis,"Heteroresistance to Meropenem in Carbapenem-Susceptible
            <i>Acinetobacter baumannii</i>",Journal of Clinical Microbiology,Crossref,,,,,
10.31584/jhsmr.2020727,,,2020,Şimşek,Determination of Colistin and Tigecycline Resistance Profile of Acinetobacter Baumannii Strains from Different Clinical Samples in a Territory Hospital in Turkey,Journal of Health Science and Medical Research,Crossref,,,,,
10.1128/jcm.00404-09,,,2009,Cunha,"Pharmacokinetic Considerations regarding Tigecycline for Multidrug-Resistant (MDR)
            <i>Klebsiella pneumoniae</i>
            or MDR
            <i>Acinetobacter baumannii</i>
            Urosepsis",Journal of Clinical Microbiology,Crossref,,,,,
10.3389/fmicb.2015.00910,,,2015,Chang,Characterization of carbapenem-resistant Acinetobacter baumannii isolates in a Chinese teaching hospital,Frontiers in Microbiology,Crossref,,,,,
10.1128/aac.00906-18,,,2018,Pérez-Varela,"Functional Characterization of AbaQ, a Novel Efflux Pump Mediating Quinolone Resistance in Acinetobacter baumannii",Antimicrobial Agents and Chemotherapy,Crossref,,,,,
10.1002/jcla.22976,,,2019,Zhu,Mutation of CarO participates in drug resistance in imipenem‐resistant <i>Acinetobacter baumannii</i>,Journal of Clinical Laboratory Analysis,Crossref,,,,,
10.1016/j.fitote.2022.105382,,,2022,Ngalah,"WITHDRAWN: Combination of isothiocyanates and antibiotics increases susceptibility against Acinetobacter baumannii, Escherichia coli, Klebsiella pneumoniae, Proteus mirabilis and Serratia marcescens",Fitoterapia,Crossref,,,,,
10.3109/23744235.2015.1078906,,,2015,Kaliterna,"<i>Acinetobacter baumannii</i>in Southern Croatia: clonal lineages, biofilm formation, and resistance patterns",Infectious Diseases,Crossref,,,,,
10.1371/journal.pone.0246918,,,2021,Jie,A set of shuttle plasmids for gene expression in Acinetobacter baumannii,PLOS ONE,Crossref,,,,,
10.1093/infdis/jiad069,,,2023,Islam,Natural Antibodies Mediate Protection Against <i>Acinetobacter baumannii</i> Respiratory Infections,The Journal of Infectious Diseases,Crossref,,,,,
10.1002/chem.202500874,,,2025,Vasseur,Interaction of an <i>Acinetobacter baumannii</i>’s Membrane Protein with Human Fibronectin to Evade Immune Response,Chemistry – A European Journal,Crossref,,,,,
10.1016/j.carres.2011.03.024,,,2011,Fregolino,"Identification and structural determination of the capsular polysaccharides from two Acinetobacter baumannii clinical isolates, MG1 and SMAL",Carbohydrate Research,Crossref,,,,,
10.1093/ofid/ofz359.073,,,2019,Nielsen,971. The Role of Inflammation and Innate Effectors in Passive Immunization for Acinetobacter baumannii Infections,Open Forum Infectious Diseases,Crossref,,,,,
10.5222/ankem.2011.35,,,2011,Kurtoglu,Antimicrobial Resistance of Acinetobacter baumannii Strains Isolated from Clinical Samples in an Education and Research Hospital (2008-2010),ANKEM Dergisi,Crossref,,,,,
10.1016/j.jhin.2009.11.011,,,2010,Myrianthefs,Patterns of resolution of infectious parameters in multidrug-resistant Acinetobacter baumannii ventilator-associated pneumonia,Journal of Hospital Infection,Crossref,,,,,
10.1155/2016/8461354,,,2016,Emre,Neglected Fournier’s Gangrene Caused by<i>Acinetobacter baumannii</i>: A Rare Case Report,Case Reports in Surgery,Crossref,,,,,
10.1038/s41598-017-07440-0,,,2017,Mohamed,A short D-enantiomeric antimicrobial peptide with potent immunomodulatory and antibiofilm activity against multidrug-resistant Pseudomonas aeruginosa and Acinetobacter baumannii,Scientific Reports,Crossref,,,,,
10.1086/588681,,,2008,Apisarnthanarak,Role of Combination Antibiogram in Empirical Treatment of Infection Due to Multidrug-Resistant <i>Acinetobacter baumannii</i>,Infection Control &amp; Hospital Epidemiology,Crossref,,,,,
10.1016/j.meegid.2018.07.019,,,2019,Bedenić,"COMMENT on the comment: Goić-Barišić, I. Comment and correct to the paper „Arrival of carbapenem-hydrolyzing oxacillinases in Acinetobacter baumannii in Bosnia and Herzegovina","Infection, Genetics and Evolution",Crossref,,,,,
10.1097/mrm.0000000000000229,,,2021,Agahi,Synergistic effect of Zataria multiflora and Lavandula stoechas essential oils on phenotype detection of efflux pump against multidrug-resistant Acinetobacter baumannii isolates,Reviews in Medical Microbiology,Crossref,,,,,
10.3947/ic.2020.0202,,,2021,Sayyahfar,Successful Management of Pan-Resistant <i>Acinetobacter baumannii</i> Meningitis without Intrathecal or Intraventricular Antibiotic Therapy in a Neonate,Infection &amp; Chemotherapy,Crossref,,,,,
10.4236/aid.2014.41011,,,2014,Chiang,"Bacteremia Caused by &amp;lt;i&amp;gt;Acinetobacter baumannii&amp;lt;/i&amp;gt;: Epidemiologic Features, Antimicrobial Susceptibility, and Outcomes",Advances in Infectious Diseases,Crossref,,,,,
10.1371/journal.pone.0069646,,,2013,Carlson-Banning,"Toward Repurposing Ciclopirox as an Antibiotic against Drug-Resistant Acinetobacter baumannii, Escherichia coli, and Klebsiella pneumoniae",PLoS ONE,Crossref,,,,,
10.1590/s1413-86702010000500002,,,2010,Baumgart,Prevalence of carbapenem resistant Pseudomonas aeruginosa and Acinetobacter baumannii in high complexity hospital,Brazilian Journal of Infectious Diseases,Crossref,,,,,
10.2174/0115701638253395230919112548,,,2024,Pakzad,"Inhibitory Effects of Carvacrol on Biofilm Formation in Colistin Heteroresistant
Acinetobacter baumannii Clinical Isolates",Current Drug Discovery Technologies,Crossref,,,,,
10.21103/article12(4)_oa21,,,2022,Mohamed,Detection of the blaVIM-2 Gene in Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates in Sudan,International Journal of Biomedicine,Crossref,,,,,
10.1007/s40506-019-00192-7,,,2019,Abdallah,A Review of Safety and Effectiveness of Intravenous and Intraventricular Tigecycline in Healthcare-Associated Acinetobacter baumannii Meningitis and Ventriculitis,Current Treatment Options in Infectious Diseases,Crossref,,,,,
10.22376/ijpbs/lpr.2022.12.3.l181-187,,,2022,E,Prevalence and Molecular Characteristics of Carbapenem Resistant Acinetobacter baumannii Isolates from A Regional Tertiary Care Hospital,International Journal of Life Science and Pharma Research,Crossref,,,,,
10.53388/idr2024002,,,2024,Bolori,Dissemination of carbapenem-non-susceptible Acinetobacter baumannii isolates collected from educational hospitals in Qazvin province of Iran,Infectious Diseases Research,Crossref,,,,,
